5.0,0.0035051930171735132,0.0020591519494503824,0.0009213133317032078,0.0018110073295180497
10.0,0.0012575062055620477,0.0012597443445116021,0.0013700797546070027,0.0006936444314748979
15.0,0.0005926158106857112,0.0005987779024814345,0.00025308152094944753,0.0004277917476143173
20.0,0.00013519152074847,0.00013654036412939178,4.950941327133024e-5,9.786624522466967e-5
25.0,1.3368296310667624e-5,1.3761795690427327e-5,4.734635843442245e-6,1.2408231384000614e-5
30.0,1.820050639331473e-5,1.830623980609102e-5,2.7094478857206897e-6,1.4921186785100089e-5
35.0,7.694030385702593e-6,7.741094466145846e-6,1.2281989877668358e-6,6.705988167422245e-6
40.0,3.0409814475158845e-6,3.049472358146559e-6,1.9905549488419204e-6,2.6376181007869186e-6
45.0,1.4630680064876447e-6,1.4663610958450334e-6,1.1847294678812814e-7,1.2962318044497077e-6
50.0,3.6034153238762875e-7,3.6158813147775225e-7,8.686186173378837e-8,3.378500991090295e-7
55.0,1.2063206958806846e-7,1.2056650249421672e-7,5.52314674422487e-8,1.0683397236090412e-7
60.0,1.8895021440429607e-7,1.892088263574579e-7,5.893263367669685e-8,1.733119868978124e-7
65.0,2.197068911469048e-8,2.2033602997539392e-8,6.254915312105545e-9,2.1006044999141288e-8
70.0,3.054309045041874e-8,3.0572221470157104e-8,1.5441525003231925e-8,2.8425676621199337e-8
75.0,1.5632487775054937e-8,1.564284285275121e-8,4.8811282069850435e-9,1.4563041471774246e-8
80.0,9.722130381808596e-9,9.732912353735881e-9,3.1872900901295723e-9,9.184846096693016e-9
85.0,1.80139566471688e-9,1.8007063481566085e-9,1.183468782398189e-9,1.6633873374383467e-9
90.0,6.134135983941404e-10,6.13551947901594e-10,2.0162971017338306e-10,5.786610710056695e-10
